0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.302|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.302|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.303|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.205,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.306|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.2,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.31|1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.202,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.32|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.207,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.322|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.211,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.326|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.217,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.329|1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.222,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.333|0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.222,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.33|0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.22,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.324|0.0,1.0,1.0,0.0,0.0
