0.0,0.0,0.0,1.0,0.221,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.318|0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.313|0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.308|0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.305|0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,1.0,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,0.202,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,0.194,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.999,0.188,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,1.0|0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,0.181,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.256|0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,0.175,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.249|0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,0.168,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.245|0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,0.161,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.243|0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.999,0.162,1.0,0.999,0.999,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.999,1.0,0.999,1.0,0.249|0.0,0.0,0.0,1.0,0.0
